"","Time","Susceptible","Exposed","Infected","Removed","Event"
"18830",7.96932830509683,2509,569,2606,4416,3
"18831",7.96990001607287,2509,569,2605,4417,3
"18832",7.97006798487322,2509,568,2606,4417,2
"18833",7.97014909378651,2509,568,2605,4418,3
"18834",7.97117718115402,2508,569,2605,4418,1
"18835",7.97126632396652,2508,569,2604,4419,3
"18836",7.97132020408735,2508,569,2603,4420,3
"18837",7.97135348090162,2508,569,2602,4421,3
"18838",7.97150187936467,2508,568,2603,4421,2
"18839",7.97181175215411,2508,567,2604,4421,2
"18840",7.97244062892852,2507,568,2604,4421,1
"18841",7.97251967064541,2507,568,2603,4422,3
"18842",7.97282579881979,2506,569,2603,4422,1
"18843",7.97317082123549,2506,568,2604,4422,2
"18844",7.97349447512477,2506,567,2605,4422,2
"18845",7.97400819635128,2506,567,2604,4423,3
"18846",7.97433793248407,2506,566,2605,4423,2
"18847",7.9747927572042,2505,567,2605,4423,1
"18848",7.97491938709033,2505,566,2606,4423,2
"18849",7.97537554649073,2505,565,2607,4423,2
"18850",7.97540322157692,2505,564,2608,4423,2
"18851",7.97542039936678,2505,564,2607,4424,3
"18852",7.97576236184457,2505,564,2606,4425,3
"18853",7.97578331850308,2505,563,2607,4425,2
"18854",7.9762557757319,2505,562,2608,4425,2
"18855",7.97638809378479,2505,561,2609,4425,2
"18856",7.97661729868246,2505,560,2610,4425,2
"18857",7.97670479039,2505,560,2609,4426,3
"18858",7.97682802140878,2505,559,2610,4426,2
"18859",7.97702034153496,2504,560,2610,4426,1
"18860",7.97726311744018,2504,560,2609,4427,3
"18861",7.9776458116276,2504,559,2610,4427,2
"18862",7.97764925233726,2504,559,2609,4428,3
"18863",7.97779700418003,2503,560,2609,4428,1
"18864",7.9783701882968,2502,561,2609,4428,1
"18865",7.97872924021054,2501,562,2609,4428,1
"18866",7.97875001409233,2501,561,2610,4428,2
"18867",7.97900979439031,2501,560,2611,4428,2
"18868",7.97936977185192,2501,559,2612,4428,2
"18869",7.97950697034955,2501,558,2613,4428,2
"18870",7.98039047202896,2500,559,2613,4428,1
"18871",7.9805121009813,2499,560,2613,4428,1
"18872",7.98072783738532,2499,560,2612,4429,3
"18873",7.98079015222196,2499,559,2613,4429,2
"18874",7.98099063852807,2499,558,2614,4429,2
"18875",7.9813634939293,2499,558,2613,4430,3
"18876",7.98159873155419,2498,559,2613,4430,1
"18877",7.9817184358159,2497,560,2613,4430,1
"18878",7.98224338830404,2497,559,2614,4430,2
"18879",7.98251856090845,2497,559,2613,4431,3
"18880",7.98268698264416,2497,559,2612,4432,3
"18881",7.98355689386292,2496,560,2612,4432,1
"18882",7.98385459256027,2496,560,2611,4433,3
"18883",7.98390562527682,2496,559,2612,4433,2
"18884",7.98394936258611,2496,558,2613,4433,2
"18885",7.98488537365944,2495,559,2613,4433,1
"18886",7.98497687636116,2494,560,2613,4433,1
"18887",7.98515025644067,2494,559,2614,4433,2
"18888",7.98562348414338,2493,560,2614,4433,1
"18889",7.98569831368035,2493,560,2613,4434,3
"18890",7.98579835792319,2493,560,2612,4435,3
"18891",7.98654105359432,2492,561,2612,4435,1
"18892",7.98656377646394,2491,562,2612,4435,1
"18893",7.9867402543888,2491,561,2613,4435,2
"18894",7.98683873479614,2491,561,2612,4436,3
"18895",7.98753332103663,2491,561,2611,4437,3
"18896",7.98795521916897,2491,561,2610,4438,3
"18897",7.98822092811642,2491,560,2611,4438,2
"18898",7.98844564052204,2491,560,2610,4439,3
"18899",7.98897053570199,2491,559,2611,4439,2
"18900",7.9893154780875,2491,559,2610,4440,3
"18901",7.98935167111414,2490,560,2610,4440,1
"18902",7.98942056086421,2490,560,2609,4441,3
"18903",7.98994550556254,2490,560,2608,4442,3
"18904",7.99005475687128,2490,560,2607,4443,3
"18905",7.99084030613441,2489,561,2607,4443,1
"18906",7.99088201030481,2489,560,2608,4443,2
"18907",7.99103439868361,2488,561,2608,4443,1
"18908",7.99148479005533,2488,560,2609,4443,2
"18909",7.99149488584897,2487,561,2609,4443,1
"18910",7.99152035337366,2487,560,2610,4443,2
"18911",7.99191851293948,2486,561,2610,4443,1
"18912",7.99222479646409,2485,562,2610,4443,1
"18913",7.9923508232078,2484,563,2610,4443,1
"18914",7.99239134932555,2483,564,2610,4443,1
"18915",7.99299123499809,2483,564,2609,4444,3
"18916",7.99415669728315,2483,564,2608,4445,3
"18917",7.9949253916132,2483,563,2609,4445,2
"18918",7.99526963921611,2483,563,2608,4446,3
"18919",7.99532686724341,2482,564,2608,4446,1
"18920",7.99542403368219,2482,564,2607,4447,3
"18921",7.99547485089773,2481,565,2607,4447,1
"18922",7.99566009908674,2480,566,2607,4447,1
"18923",7.99583635766011,2480,566,2606,4448,3
"18924",7.99608619324874,2480,565,2607,4448,2
"18925",7.99638362308583,2480,564,2608,4448,2
"18926",7.99649247806819,2479,565,2608,4448,1
"18927",7.99683844486725,2479,564,2609,4448,2
"18928",7.99695412074868,2479,564,2608,4449,3
"18929",7.9970804215688,2478,565,2608,4449,1
"18930",7.99734410039103,2478,564,2609,4449,2
"18931",7.99744442596503,2477,565,2609,4449,1
"18932",7.9976363653558,2477,564,2610,4449,2
"18933",7.99776176249272,2477,563,2611,4449,2
"18934",7.99777679508086,2477,563,2610,4450,3
"18935",7.99821735072659,2476,564,2610,4450,1
"18936",7.99821847504327,2476,563,2611,4450,2
"18937",7.99848382531434,2476,563,2610,4451,3
"18938",7.99851967712794,2476,563,2609,4452,3
"18939",7.99869697411923,2476,562,2610,4452,2
"18940",7.99874047696458,2475,563,2610,4452,1
"18941",7.99897277068683,2475,563,2609,4453,3
"18942",7.99899666856307,2475,563,2608,4454,3
"18943",7.99938854543628,2474,564,2608,4454,1
"18944",7.99953300372252,2474,564,2607,4455,3
"18945",7.99954839481903,2473,565,2607,4455,1
"18946",8.00026153533036,2473,564,2608,4455,2
"18947",8.00041799583349,2473,563,2609,4455,2
"18948",8.0008669681275,2472,564,2609,4455,1
"18949",8.0011502559127,2472,564,2608,4456,3
"18950",8.00119552490446,2472,564,2607,4457,3
"18951",8.00136839154761,2472,563,2608,4457,2
"18952",8.0015003395528,2472,562,2609,4457,2
"18953",8.00208196898598,2471,563,2609,4457,1
"18954",8.00246143239155,2470,564,2609,4457,1
"18955",8.00257190358334,2470,563,2610,4457,2
"18956",8.0036824334725,2470,563,2609,4458,3
"18957",8.00377623988895,2470,563,2608,4459,3
"18958",8.00387142688879,2470,563,2607,4460,3
"18959",8.00442299197752,2470,562,2608,4460,2
"18960",8.00443692078555,2470,561,2609,4460,2
"18961",8.00492220181133,2470,560,2610,4460,2
"18962",8.00502248002388,2470,559,2611,4460,2
"18963",8.00548287674034,2470,558,2612,4460,2
"18964",8.00614719260085,2470,557,2613,4460,2
"18965",8.00616225672445,2470,557,2612,4461,3
"18966",8.00629334573715,2469,558,2612,4461,1
"18967",8.00645051451363,2469,558,2611,4462,3
"18968",8.00653159059972,2469,557,2612,4462,2
"18969",8.0067949833635,2469,557,2611,4463,3
"18970",8.0070696863082,2469,557,2610,4464,3
"18971",8.0074021764243,2469,556,2611,4464,2
"18972",8.00814266293233,2469,556,2610,4465,3
"18973",8.008558704076,2468,557,2610,4465,1
"18974",8.00872436383629,2468,557,2609,4466,3
"18975",8.00908175877752,2468,556,2610,4466,2
"18976",8.00915440260559,2468,555,2611,4466,2
